iso3c	year	births	schooling	population	continent	skilled	hexp
SYR	1990	5.561	3.737	12579208	Asia	NA	NA
SYR	1995	4.697	4.075	14616801	Asia	NA	NA
SYR	2000	4.068	4.371	16637888	Asia	NA	4.55400705
SYR	2005	3.605	5.594	18814091	Asia	NA	4.10970068
SYR	2010	3.355	6.477	22482421	Asia	NA	3.22704148
SYR	2015	3.067	7.053	19424618	Asia	NA	3.47905326
TJK	1995	4.664	10.495	5948584	Asia	80.9	NA
TJK	2000	3.49	10.626	6284735	Asia	70.7	4.26492405
TJK	2005	3.398	10.757	6924720	Asia	82.4	5.21024704
TJK	2010	3.457	10.777	7652141	Asia	87.7	5.73543453
TJK	2015	3.459	10.658	8643840	Asia	98	6.90735912
THA	1960	6.325	2.231	26851747	Asia	NA	NA
THA	1965	6.258	2.012	31149337	Asia	NA	NA
THA	1970	5.452	2.407	35954408	Asia	NA	NA
THA	1975	4.364	2.904	40940005	Asia	NA	NA
THA	1980	3.293	3.585	45650022	Asia	NA	NA
THA	1985	2.45	4.203	50270753	Asia	NA	NA
THA	1990	2.065	5.023	54738329	Asia	NA	NA
THA	1995	1.888	5.477	59098232	Asia	NA	NA
THA	2000	1.734	5.892	63007815	Asia	99.3	3.10125351
THA	2005	1.644	7.3	66017420	Asia	NA	3.15972233
THA	2010	1.562	8.454	68579447	Asia	NA	3.39009809
THA	2015	1.451	8.717	70540795	Asia	NA	3.8522861
TGO	1960	6.797	0.187	1673110	Africa	NA	NA
TGO	1965	6.937	0.249	1853771	Africa	NA	NA
TGO	1970	7.035	0.404	2244773	Africa	NA	NA
TGO	1975	7.088	1.013	2574622	Africa	NA	NA
TGO	1980	6.876	1.644	2920894	Africa	NA	NA
TGO	1985	6.457	2.151	3441091	Africa	NA	NA
TGO	1990	6.067	2.722	3998761	Africa	NA	NA
TGO	1995	5.565	3.092	4410832	Africa	NA	NA
TGO	2000	5.165	3.492	5140037	Africa	35.4	2.7167244
TGO	2005	5.038	3.988	5844631	Africa	NA	3.22045183
TGO	2010	5.087	4.753	6732590	Africa	43.9	4.33284378
TGO	2015	4.662	5.768	7663195	Africa	NA	6.21763563
TON	1970	6.071	6.897	84401	Oceania	NA	NA
TON	1975	5.746	7.467	93017	Oceania	NA	NA
TON	1980	5.599	7.884	97769	Oceania	NA	NA
TON	1985	5.344	7.781	97984	Oceania	NA	NA
TON	1990	4.929	8.608	99700	Oceania	94	NA
TON	1995	4.563	9.458	100225	Oceania	NA	NA
TON	2000	4.159	9.549	102677	Oceania	95	2.90389204
TON	2005	4.195	9.568	105671	Oceania	96.1	4.38560247
TON	2010	3.879	11.292	107400	Oceania	99	4.81632328
TON	2015	3.54	11.425	106095	Oceania	NA	4.66762066
TTO	1965	4.88	5.839	928425	Americas	NA	NA
TTO	1970	3.709	6.328	991471	Americas	NA	NA
TTO	1975	3.214	6.897	1053469	Americas	NA	NA
TTO	1980	3.145	7.59	1121744	Americas	NA	NA
TTO	1985	2.988	8.106	1187366	Americas	NA	NA
TTO	1990	2.394	8.654	1252208	Americas	NA	NA
TTO	1995	1.967	9.212	1295169	Americas	97.5	NA
TTO	2000	1.732	9.759	1319774	Americas	96	4.23492479
TTO	2005	1.625	10.341	1294494	Americas	NA	4.43451166
TTO	2010	1.614	11.029	1317714	Americas	NA	5.08042908
TTO	2015	1.598	11.29	1349667	Americas	100	5.61370945
ARE	1975	6.353	2.773	542856	Asia	NA	NA
ARE	1980	5.953	4.083	1015700	Asia	NA	NA
ARE	1985	5.125	5.405	1377911	Asia	NA	NA
ARE	1990	4.506	6.632	1898220	Asia	99.1	NA
ARE	1995	3.278	8.212	2434662	Asia	99.2	NA
ARE	2000	2.733	9.257	3493575	Asia	NA	2.39504457
ARE	2005	2.232	9.994	4664790	Asia	NA	2.3202107
ARE	2010	1.565	10.139	6869838	Asia	NA	3.74433136
ARE	2015	1.417	11.358	8505237	Asia	99.9	3.46609354
TUN	1960	7.157	0.442	4267288	Africa	NA	NA
TUN	1965	7.113	0.724	4561385	Africa	NA	NA
TUN	1970	6.426	1.101	5131396	Africa	NA	NA
TUN	1975	5.972	1.711	5839262	Africa	NA	NA
TUN	1980	5.033	2.321	6606195	Africa	NA	NA
TUN	1985	4.521	2.758	7409903	Africa	NA	NA
TUN	1990	3.441	3.533	8324509	Africa	NA	NA
TUN	1995	2.67	4.412	9161258	Africa	81	NA
TUN	2000	2.025	5.367	9764935	Africa	89.9	4.81271935
TUN	2005	1.953	6.426	10255472	Africa	NA	5.14555788
TUN	2010	2.075	7.445	10765980	Africa	NA	5.60950756
TUN	2015	2.306	7.959	11402264	Africa	NA	6.21339941
TUR	1960	6.383	1.098	28329898	Asia	NA	NA
TUR	1965	6.22	1.31	32345220	Asia	NA	NA
TUR	1970	5.775	1.581	36638465	Asia	NA	NA
TUR	1975	5.087	2.169	41053126	Asia	NA	NA
TUR	1980	4.453	2.727	45408815	Asia	NA	NA
TUR	1985	3.779	3.762	50687115	Asia	NA	NA
TUR	1990	3.107	4.15	56015628	Asia	NA	NA
TUR	1995	2.835	4.747	61024503	Asia	NA	NA
TUR	2000	2.487	5.401	65425961	Asia	NA	4.59957218
TUR	2005	2.197	5.973	69329557	Asia	NA	4.89389706
TUR	2010	2.08	6.774	73142150	Asia	NA	5.02053452
TUR	2015	2.16	7.28	78218479	Asia	99	4.11690426
TKM	1995	3.491	NA	4191203	Asia	NA	NA
TKM	2000	2.9	NA	4582677	Asia	97.2	4.03080034
TKM	2005	2.706	NA	5052257	Asia	99.7	5.58886814
TKM	2010	2.848	NA	5564356	Asia	NA	3.20879436
TKM	2015	3.033	NA	6215770	Asia	NA	5.01652908
TUV	1980	3.73	NA	7366	Oceania	NA	NA
TUV	1985	3.973	NA	8046	Oceania	NA	NA
TUV	1990	3.75	NA	8798	Oceania	95	NA
TUV	1995	3.963	NA	9280	Oceania	NA	NA
TUV	2000	3.841	NA	9544	Oceania	100	22.2817421
TUV	2005	3.546	NA	9940	Oceania	NA	10.02975655
TUV	2010	3.442	NA	10614	Oceania	NA	15.37378216
TUV	2015	3.308	NA	10963	Oceania	NA	13.38872242
UGA	1965	7.042	0.676	8849203	Africa	NA	NA
UGA	1970	7.149	0.898	10321603	Africa	NA	NA
UGA	1975	7.201	1.226	11725240	Africa	NA	NA
UGA	1980	7.113	1.604	13275741	Africa	NA	NA
UGA	1985	7.037	2.123	15023681	Africa	NA	NA
UGA	1990	7.014	2.92	17569897	Africa	NA	NA
UGA	1995	6.871	3.323	20665667	Africa	37.8	NA
UGA	2000	6.788	3.872	24000150	Africa	36	5.0827446
UGA	2005	6.525	4.526	27963289	Africa	NA	5.80516291
UGA	2010	6.019	5.411	32390802	Africa	NA	6.80890226
UGA	2015	5.251	5.26	37531446	Africa	NA	4.99643135
UKR	1995	1.399	10.81	51665539	Europe	99.89	NA
UKR	2000	1.108	11.46	49556660	Europe	99.9	5.30685186
UKR	2005	1.221	11.667	47585556	Europe	99.8	6.3461585
UKR	2010	1.436	11.7	46456003	Europe	99.9	6.81387615
UKR	2015	1.387	11.735	45784896	Europe	NA	7.78352833
MKD	1995	2.13	NA	1998534	Europe	94.1	NA
MKD	2000	1.863	NA	2026350	Europe	97.7	8.86991501
MKD	2005	1.5	NA	2005330	Europe	99.1	7.67907524
MKD	2010	1.6	NA	1946298	Europe	99.9	6.71369696
MKD	2015	1.49	NA	1912430	Europe	99.9	6.34227896
SUN	1960	NA	NA	NA	NA	NA	NA
SUN	1965	NA	NA	NA	NA	NA	NA
SUN	1970	NA	NA	NA	NA	NA	NA
SUN	1975	NA	NA	NA	NA	NA	NA
SUN	1980	NA	NA	NA	NA	NA	NA
SUN	1985	NA	NA	NA	NA	NA	NA
SUN	1990	NA	NA	NA	NA	NA	NA
EGY	1960	6.793	0.354	26896479	Africa	NA	NA
EGY	1965	6.387	0.549	30629174	Africa	NA	NA
EGY	1970	6.059	0.774	34623990	Africa	NA	NA
EGY	1975	5.749	1.129	38875327	Africa	NA	NA
EGY	1980	5.494	1.786	43950413	Africa	NA	NA
EGY	1985	5.116	2.837	50734968	Africa	NA	NA
EGY	1990	4.512	3.627	58396618	Africa	NA	NA
EGY	1995	3.764	4.537	65652622	Africa	46.2	NA
EGY	2000	3.505	5.473	73083284	Africa	60.9	4.92244291
EGY	2005	3.254	6.097	81101004	Africa	74.2	4.92229176
EGY	2010	3.296	6.065	89196072	Africa	NA	4.15319157
EGY	2015	3.5	6.461	99597342	Africa	NA	5.06153202
GBR	1960	2.69	7.104	52400000	Europe	NA	NA
GBR	1965	2.86	7.683	54348050	Europe	NA	NA
GBR	1970	2.44	8.018	55663250	Europe	NA	NA
GBR	1975	1.81	8.27	56225800	Europe	NA	NA
GBR	1980	1.9	8.625	56314216	Europe	NA	NA
GBR	1985	1.79	8.991	56550268	Europe	NA	NA
GBR	1990	1.83	9.297	57247586	Europe	NA	NA
GBR	1995	1.71	9.669	58019030	Europe	NA	NA
GBR	2000	1.64	10.005	58892514	Europe	NA	7.15692902
GBR	2005	1.76	11.534	60401206	Europe	NA	8.39430904
GBR	2010	1.92	12.383	62766365	Europe	NA	9.78937912
GBR	2015	1.8	12.861	65088000	Europe	NA	9.83625221
TZA	1965	6.727	0.979	11470728	Africa	NA	NA
TZA	1970	7.001	1.36	13492677	Africa	NA	NA
TZA	1975	7.101	1.638	16138361	Africa	NA	NA
TZA	1980	6.991	2.312	19189769	Africa	NA	NA
TZA	1985	6.598	2.938	22501693	Africa	NA	NA
TZA	1990	6.201	3.558	26110207	Africa	NA	NA
TZA	1995	5.822	3.917	30383497	Africa	NA	NA
TZA	2000	5.67	4.354	34260139	Africa	NA	3.41529942
TZA	2005	5.579	4.872	39182076	Africa	43.4	6.32282543
TZA	2010	5.225	5.726	44758488	Africa	48.9	5.22392178
TZA	2015	5.025	6.194	52020962	Africa	NA	3.64969945
USA	1960	3.654	9.724	180671000	Americas	NA	NA
USA	1965	2.913	10.459	194303000	Americas	NA	NA
USA	1970	2.48	11.124	205052000	Americas	NA	NA
USA	1975	1.774	11.685	215973000	Americas	NA	NA
USA	1980	1.8395	12.199	227225000	Americas	NA	NA
USA	1985	1.844	12.373	237924000	Americas	NA	NA
USA	1990	2.081	12.616	249623000	Americas	99.2	NA
USA	1995	1.978	12.825	266278000	Americas	99.4	NA
USA	2000	2.056	13.155	282162411	Americas	99.4	12.49002552
USA	2005	2.057	13.106	295516599	Americas	99.4	14.57945919
USA	2010	1.931	13.349	309378227	Americas	99.4	16.19723129
USA	2015	1.8435	13.306	321815121	Americas	99.1	16.48159981
BFA	1965	6.471	NA	5152833	Africa	NA	NA
BFA	1970	6.685	NA	5610304	Africa	NA	NA
BFA	1975	6.913	NA	6147569	Africa	NA	NA
BFA	1980	7.222	NA	6947900	Africa	NA	NA
BFA	1985	7.242	NA	7999935	Africa	NA	NA
BFA	1990	7.009	NA	9159356	Africa	NA	NA
BFA	1995	6.814	NA	10386722	Africa	NA	NA
BFA	2000	6.519	NA	11925546	Africa	NA	2.9502635
BFA	2005	6.182	NA	13932123	Africa	NA	3.95109582
BFA	2010	5.936	NA	16176498	Africa	65.9	5.23958349
BFA	2015	5.478	NA	18777487	Africa	79.8	5.13192415
URY	1960	2.827	5.057	2529957	Americas	NA	NA
URY	1965	2.84	5.454	2681169	Americas	NA	NA
URY	1970	2.772	6.006	2790807	Americas	NA	NA
URY	1975	3.017	6.557	2872320	Americas	NA	NA
URY	1980	2.59	7.124	2951953	Americas	NA	NA
URY	1985	2.47	7.582	3017037	Americas	NA	NA
URY	1990	2.477	7.526	3104403	Americas	99.4	NA
URY	1995	2.401	7.526	3189440	Americas	98	NA
URY	2000	2.196	8.235	3266206	Americas	99.7	9.17182446
URY	2005	2.097	8.8	3285771	Americas	99.9	7.72390509
URY	2010	2.011	8.919	3318580	Americas	99.8	7.87757301
URY	2015	2.041	9.259	3368017	Americas	99.9	8.25703716
UZB	1995	3.566	NA	22917589	Asia	NA	NA
UZB	2000	2.696	NA	24787054	Asia	94.9	5.13293362
UZB	2005	2.438	NA	26356975	Asia	100	4.781991
UZB	2010	2.442	NA	28385506	Asia	100	5.29938841
UZB	2015	2.583	NA	30749346	Asia	100	4.73596573
VEN	1960	6.382	2.092	8160090	Americas	NA	NA
VEN	1965	5.977	2.509	9697790	Americas	NA	NA
VEN	1970	5.321	3.306	11387790	Americas	NA	NA
VEN	1975	4.686	4.324	13215892	Americas	NA	NA
VEN	1980	4.2	5.31	15258218	Americas	NA	NA
VEN	1985	3.794	5.263	17461434	Americas	NA	NA
VEN	1990	3.448	5.34	19827010	Americas	NA	NA
VEN	1995	3.082	6.204	22193821	Americas	NA	NA
VEN	2000	2.79	7.136	24526708	Americas	94	NA
VEN	2005	2.629	8.028	26785804	Americas	NA	NA
VEN	2010	2.396	9.142	28813101	Americas	NA	NA
VEN	2015	2.253	10.657	30573972	Americas	99.3	NA
WSM	1965	7.653	NA	127978	Oceania	NA	NA
WSM	1970	7.338	NA	140400	Oceania	NA	NA
WSM	1975	6.606	NA	153344	Oceania	NA	NA
WSM	1980	5.861	NA	164322	Oceania	NA	NA
WSM	1985	5.489	NA	166849	Oceania	NA	NA
WSM	1990	5.007	NA	169042	Oceania	76	NA
WSM	1995	4.767	NA	174571	Oceania	NA	NA
WSM	2000	4.523	NA	181685	Oceania	80	4.28232527
WSM	2005	4.322	NA	186978	Oceania	NA	4.63365459
WSM	2010	4.52	NA	193023	Oceania	NA	5.15268326
WSM	2015	4.344	NA	201782	Oceania	NA	6.21438408
YEM	1960	NA	0.027	NA	Asia	NA	NA
YEM	1965	NA	0.029	NA	Asia	NA	NA
YEM	1970	NA	0.034	NA	Asia	NA	NA
YEM	1975	NA	0.03	NA	Asia	NA	NA
YEM	1980	NA	0.088	NA	Asia	NA	NA
YEM	1985	NA	0.186	NA	Asia	NA	NA
YEM	1990	8.606	0.456	13887862	Asia	NA	NA
YEM	1995	7.525	0.755	16740058	Asia	NA	NA
YEM	2000	6.317	1.213	19624141	Asia	NA	4.66606569
YEM	2005	5.563	1.863	22790085	Asia	NA	5.20585251
YEM	2010	4.81	2.781	26754387	Asia	NA	5.15932894
YEM	2015	4.617	3.341	31159379	Asia	NA	4.25285673
YUG	1960	NA	NA	NA	NA	NA	NA
YUG	1965	NA	NA	NA	NA	NA	NA
YUG	1970	NA	NA	NA	NA	NA	NA
YUG	1975	NA	NA	NA	NA	NA	NA
YUG	1980	NA	NA	NA	NA	NA	NA
YUG	1985	NA	NA	NA	NA	NA	NA
YUG	1990	NA	NA	NA	NA	NA	NA
SCG	1995	NA	NA	NA	NA	NA	NA
SCG	2000	NA	NA	NA	NA	NA	NA
SCG	2005	NA	NA	NA	NA	NA	NA
ZMB	1965	7.116	2.098	3692086	Africa	NA	NA
ZMB	1970	7.224	2.593	4321718	Africa	NA	NA
ZMB	1975	7.421	2.899	4990086	Africa	NA	NA
ZMB	1980	7.139	3.277	5802833	Africa	NA	NA
ZMB	1985	6.928	3.694	6780953	Africa	NA	NA
ZMB	1990	6.567	3.985	7786169	Africa	NA	NA
ZMB	1995	6.232	5.24	8785763	Africa	NA	NA
ZMB	2000	5.921	5.747	10017631	Africa	NA	4.17365646
ZMB	2005	5.697	6.211	11718819	Africa	NA	6.33088684
ZMB	2010	5.359	7.057	13965594	Africa	NA	3.97471905
ZMB	2015	4.775	7.67	16399089	Africa	NA	4.42974281
FRA	1960	2.85	4.225	47412964	Europe	NA	NA
MYS	1960	NA	NA	NA	Asia	NA	NA
MYS	1965	5.836	2.289	9056408	Asia	NA	NA
CYP	1965	3.47	4.981	617736	Asia	NA	NA
CYP	1970	3.065	5.547	647446	Asia	NA	NA
PAK	1960	6.8	0.441	45709310	Asia	NA	NA
PAK	1965	6.8	0.577	52209010	Asia	NA	NA
PAK	1970	6.801	0.753	60166719	Asia	NA	NA
VNM	1960	6.273	NA	32531933	Asia	NA	NA
VNM	1965	6.156	NA	37129656	Asia	NA	NA
VNM	1970	6.019	NA	41475230	Asia	NA	NA
VNM	1975	5.621	NA	46482903	Asia	NA	NA
VDR	1960	NA	NA	NA	NA	NA	NA
VDR	1965	NA	NA	NA	NA	NA	NA
VDR	1970	NA	NA	NA	NA	NA	NA
VDR	1975	NA	NA	NA	NA	NA	NA
